Date,DJIA
6/5/2023,18.263906478881836
6/6/2023,18.168880462646484
6/7/2023,18.255571365356445
6/8/2023,18.338932037353516
6/9/2023,18.40561866760254
6/12/2023,18.338932037353516
6/13/2023,18.472299575805664
6/14/2023,18.45563316345215
6/15/2023,18.597341537475586
6/16/2023,18.47647476196289
6/20/2023,18.345495223999023
6/21/2023,18.328704833984375
6/22/2023,18.30351448059082
6/23/2023,18.278324127197266
6/26/2023,18.31191062927246
6/27/2023,18.429454803466797
6/28/2023,18.22794532775879
6/29/2023,18.47143555
6/30/2023,18.580583572387695
7/3/2023,18.605770111083984
7/5/2023,18.530210494995117
7/6/2023,18.387470245361328
7/7/2023,18.30351448059082
7/10/2023,18.37907600402832
7/11/2023,18.463043212890625
7/12/2023,18.54700469970703
7/13/2023,18.62256622314453
7/14/2023,18.681339263916016
7/17/2023,18.689739227294922
7/18/2023,18.714921951293945
7/19/2023,18.740110397338867
7/20/2023,18.824066162109375
7/21/2023,18.79888343811035
7/24/2023,18.787076950073242
7/25/2023,18.73645782470703
7/26/2023,18.88830566
7/27/2023,18.795507431030273
7/28/2023,18.803943634033203
7/31/2023,18.795507431030273
8/1/2023,18.837690353393555
8/2/2023,18.863000869750977
8/3/2023,18.787076950073242
8/4/2023,18.72801971435547
8/7/2023,18.77020263671875
8/8/2023,18.815753936767578
8/9/2023,18.829252243041992
8/10/2023,18.803943634033203
8/11/2023,18.829252243041992
8/14/2023,18.905181884765625
8/15/2023,18.753326416015625
8/16/2023,18.685840606689453
8/17/2023,18.55929946899414
8/18/2023,18.55086898803711
8/21/2023,18.55511474609375
8/22/2023,18.55511474609375
8/23/2023,18.52961540222168
8/24/2023,18.521116256713867
8/25/2023,18.606111526489258
8/28/2023,18.674108505249023
8/29/2023,18.71660804748535
8/30/2023,18.784608840942383
8/31/2023,18.767610549926758
9/1/2023,18.786306381225586
9/5/2023,18.742107391357422
9/6/2023,18.691112518310547
9/7/2023,18.776107788085938
9/8/2023,18.742107391357422
9/11/2023,18.699613571166992
9/12/2023,18.699613571166992
9/13/2023,18.83560562133789
9/14/2023,18.895103454589844
9/15/2023,18.59761619567871
9/18/2023,18.68643569946289
9/19/2023,18.712055206298828
9/20/2023,18.635190963745117
9/21/2023,18.486583709716797
9/22/2023,18.49854850769043
9/25/2023,18.447298049926758
9/26/2023,18.319194793701172
9/27/2023,18.175718307495117
9/28/2023,18.319194793701172
9/29/2023,18.229520797729492
10/2/2023,18.137283325195312
10/3/2023,18.01173973083496
10/4/2023,17.960498809814453
10/5/2023,18.085187911987305
10/6/2023,18.17058753967285
10/9/2023,18.353357315063477
10/10/2023,18.430221557617188
10/11/2023,18.361894607543945
10/12/2023,18.38751792907715
10/13/2023,18.336273193359375
10/16/2023,18.524166107177734
10/17/2023,18.524166107177734
10/18/2023,18.27649498
10/19/2023,18.148386001586914
10/20/2023,18.02882194519043
10/23/2023,17.935962677001953
10/24/2023,18.07353401184082
10/25/2023,18.039140701293945
10/26/2023,18.013341903686523
10/27/2023,17.901569366455078
10/30/2023,18.04773521
10/31/2023,18.228300094604492
11/1/2023,18.211105346679688
11/2/2023,18.374469757080078
11/3/2023,18.477649688720703
11/6/2023,18.46044922
11/7/2023,18.391666412353516
11/8/2023,18.400270462036133
11/9/2023,18.46044922
11/10/2023,18.505165100097656
11/13/2023,18.443254470825195
11/14/2023,18.546436309814453
11/15/2023,18.486248016357422
11/16/2023,18.555030822753906
11/17/2023,18.512048721313477
11/20/2023,18.526735305786133
11/21/2023,18.59586524963379
11/22/2023,18.569936752319336
11/24/2023,18.621789932250977
11/27/2023,18.621789932250977
11/28/2023,18.639068603515625
11/29/2023,18.664993286132812
11/30/2023,18.69091797
12/1/2023,18.725482940673828
12/4/2023,18.725482940673828
12/5/2023,18.742767333984375
12/6/2023,18.742767333984375
12/7/2023,18.725482940673828
12/8/2023,18.716840744018555
12/11/2023,18.738441467285156
12/12/2023,18.731531143188477
12/13/2023,18.768686294555664
12/14/2023,18.69091797
12/15/2023,18.867197036743164
12/18/2023,18.91040039
12/19/2023,18.94583511352539
12/20/2023,18.889667510986328
12/21/2023,18.976078033447266
12/22/2023,18.84646224975586
12/26/2023,19.01064109802246
12/27/2023,18.993358612060547
12/28/2023,19.008995056152344
12/29/2023,19.035057067871094
1/2/2024,19.07849884033203
1/3/2024,19.008995056152344
1/4/2024,19.008995056152344
1/5/2024,18.99162483215332
1/8/2024,19.113252639770508
1/9/2024,19.035057067871094
1/10/2024,19.03592872619629
1/11/2024,19.069814682006836
1/12/2024,19.061120986938477
1/16/2024,19.130626678466797
1/17/2024,19.05851936340332
1/18/2024,19.10803795
1/19/2024,19.219240188598633
1/22/2024,19.292505264282227
1/23/2024,19.31867027282715
1/24/2024,19.344837188720703
1/25/2024,19.303844451904297
1/26/2024,19.275060653686523
1/29/2024,19.35355567932129
1/30/2024,19.31867027282715
1/31/2024,19.388442993164062
2/1/2024,19.44077491760254
2/2/2024,19.470426559448242
2/5/2024,19.432052612304688
2/6/2024,19.448627471923828
2/7/2024,19.458215713500977
2/8/2024,19.44077491760254
2/9/2024,19.527992248535156
2/12/2024,19.47566032409668
2/13/2024,19.458215713500977
2/14/2024,19.51055335998535
2/15/2024,19.493104934692383
2/16/2024,19.507930755615234
2/20/2024,19.483400344848633
2/21/2024,19.535964965820312
2/22/2024,19.719934463500977
2/23/2024,19.702417373657227
2/26/2024,19.711179733276367
2/27/2024,19.75497817993164
2/28/2024,19.641090393066406
2/29/2024,19.711179733276367
3/1/2024,19.711179733276367
3/4/2024,19.781259536743164
3/5/2024,19.544729232788086
3/6/2024,19.684898376464844
3/7/2024,19.79878044128418
3/8/2024,19.790021896362305
3/11/2024,19.781259536743164
3/12/2024,19.807546615600586
3/13/2024,19.84258460998535
3/14/2024,19.84520912
3/15/2024,19.684898376464844
3/18/2024,19.737714767456055
3/19/2024,19.834556579589844
3/20/2024,19.92699432373047
3/21/2024,19.993019104003906
3/22/2024,19.984220504760742
3/25/2024,20.08106041
3/26/2024,19.87857437133789
3/27/2024,20.028234481811523
3/28/2024,20.063447952270508
4/1/2024,19.984220504760742
4/2/2024,19.9815731
4/3/2024,19.975414276123047
4/4/2024,19.91379165649414
4/5/2024,19.86977195739746
4/8/2024,19.89617919921875
4/9/2024,19.86096764
4/10/2024,19.843358993530273
4/11/2024,19.87857437133789
4/12/2024,19.62327003479004
4/15/2024,19.429588317871094
4/16/2024,19.579248428344727
4/17/2024,19.544034957885742
4/18/2024,19.485050201416016
4/19/2024,19.544034957885742
4/22/2024,19.618574142456055
4/23/2024,19.64518928527832
4/24/2024,19.760543823242188
4/25/2024,19.698427200317383
4/26/2024,19.769411087036133
4/29/2024,19.831527709960938
4/30/2024,19.707304000854492
5/1/2024,19.716175079345703
5/2/2024,19.760543823242188
5/3/2024,19.81378173828125
5/6/2024,19.875892639160156
5/7/2024,19.86701774597168
5/8/2024,19.849275588989258
5/9/2024,19.916709899902344
5/10/2024,19.973495483398438
5/13/2024,19.973495483398438
5/14/2024,19.964628219604492
5/15/2024,19.938003540039062
5/16/2024,19.91227149963379
5/17/2024,19.964628219604492
5/20/2024,19.84056282043457
5/21/2024,19.88697624206543
5/22/2024,19.853954315185547
5/23/2024,19.67991065979004
5/24/2024,19.69776153564453
5/28/2024,19.572813034057617
5/29/2024,19.40948486328125
5/30/2024,19.171180725097656
5/31/2024,19.504981994628906
6/3/2024,19.450538635253906
6/4/2024,19.519262313842773
6/5/2024,19.62636375427246
6/6/2024,19.635290145874023
6/7/2024,19.635290145874023
6/10/2024,19.62636375427246
6/11/2024,19.49248504638672
6/12/2024,19.546037673950195
6/13/2024,19.45678711
6/14/2024,19.41215705871582
6/17/2024,19.62636375427246
6/18/2024,19.554960250854492
6/20/2024,19.76470184326172
6/21/2024,19.75131607055664
6/24/2024,19.892959594726562
6/25/2024,19.74952507019043
6/26/2024,19.83020592
6/27/2024,19.776418685913086
6/28/2024,19.812274932861328
7/1/2024,19.883995056152344
7/2/2024,19.848134994506836
7/3/2024,19.857099533081055
7/5/2024,19.928815841674805
7/8/2024,19.982608795166016
7/9/2024,19.97364616394043
7/10/2024,19.969160079956055
7/11/2024,20.018468856811523
7/12/2024,20.10811424255371
7/15/2024,20.072256088256836
7/16/2024,20.12604522705078
7/17/2024,20.152936935424805
7/18/2024,20.170867919921875
7/19/2024,20.045360565185547
7/22/2024,20.035432815551758
7/23/2024,19.990306854248047
7/24/2024,19.918107986450195
7/25/2024,19.972257614135742
7/26/2024,20.107635498046875
7/29/2024,20.13471031188965
7/30/2024,20.170808792114258
7/31/2024,20.19788360595703
8/1/2024,20.08056068
8/2/2024,19.836885452270508
8/5/2024,19.35585594177246
8/6/2024,19.60223388671875
8/7/2024,19.49393653869629
8/8/2024,19.74663543701172
8/9/2024,19.836885452270508
8/12/2024,19.854934692382812
8/13/2024,20.0715332
8/14/2024,20.107635498046875
8/15/2024,20.396432876586914
8/16/2024,20.43252944946289
8/19/2024,20.590360641479492
8/20/2024,20.418020248413086
8/21/2024,20.49965476989746
8/22/2024,20.535938262939453
8/23/2024,20.662925720214844
8/26/2024,20.672000885009766
8/27/2024,20.662925720214844
8/28/2024,20.672000885009766
8/29/2024,20.726421356201172
8/30/2024,20.708280563354492
9/3/2024,20.681068420410156
9/4/2024,20.526866912841797
9/5/2024,20.572221755981445
9/6/2024,20.49965476989746
9/9/2024,20.590360641479492
9/10/2024,20.599430084228516
9/11/2024,20.653858184814453
9/12/2024,20.681068420410156
9/13/2024,20.753633499145508
9/16/2024,20.86248207092285
9/17/2024,20.753633499145508
9/18/2024,20.817127227783203
9/19/2024,20.944120407104492
9/20/2024,20.98040199279785
9/23/2024,20.958463668823242
9/24/2024,20.995025634765625
9/25/2024,20.93104362487793
9/26/2024,20.92190170288086
9/27/2024,21.04986572265625
9/30/2024,21.04986572265625
10/1/2024,20.97948455810547
10/2/2024,21.095565795898438
10/3/2024,21.022445678710938
10/4/2024,21.068143844604492
10/7/2024,20.977657318115234
10/8/2024,21.095565795898438
10/9/2024,21.168685913085938
10/10/2024,21.186969757080078
10/11/2024,21.223527908325195
10/14/2024,21.269229888916016
10/15/2024,21.214387893676758
10/16/2024,21.250946044921875
10/17/2024,21.223527908325195
10/18/2024,21.250946044921875
10/21/2024,21.16078758239746
10/22/2024,21.10558319091797
10/23/2024,21.02277946472168
10/24/2024,20.985980987548828
10/25/2024,20.89397430419922
10/28/2024,21.02277946472168
10/29/2024,20.949176788330078
10/30/2024,20.930776596069336
10/31/2024,20.78356934
11/1/2024,20.86637306213379
11/4/2024,20.75596809387207
11/5/2024,20.958377838134766
11/6/2024,21.49199867248535
11/7/2024,21.519596099853516
11/8/2024,21.59320068359375
11/11/2024,21.611602783203125
11/12/2024,21.57480239868164
11/13/2024,21.620803833007812
11/14/2024,21.620803833007812
11/15/2024,21.59320068359375
11/18/2024,21.538496017456055
11/19/2024,21.482868194580078
11/20/2024,21.566314697265625
11/21/2024,21.688701629638672
11/22/2024,21.80737877
11/25/2024,21.84446907043457
11/26/2024,21.816654205322266
11/27/2024,21.853740692138672
11/29/2024,21.88155746459961
12/2/2024,21.89082908630371
12/3/2024,21.89082908630371
12/4/2024,21.927915573120117
12/5/2024,21.89082908630371
12/6/2024,21.927915573120117
12/9/2024,21.927915573120117
12/10/2024,21.946460723876953
12/11/2024,21.927915573120117
12/12/2024,21.927915573120117
12/13/2024,21.946460723876953
12/16/2024,21.853740692138672
12/17/2024,21.863014221191406
12/18/2024,21.482868194580078
12/19/2024,21.44577980041504
12/20/2024,21.742477416992188
12/23/2024,21.816654205322266
12/24/2024,21.927915573120117
12/26/2024,21.955730438232422
12/27/2024,21.853740692138672
12/30/2024,21.80901336669922
12/31/2024,21.79928970336914
1/2/2025,21.721506118774414
1/3/2025,21.877077102661133
1/6/2025,21.886798858642578
1/7/2025,21.83818244934082
1/8/2025,21.789566040039062
1/10/2025,21.61454963684082
1/13/2025,21.74095344543457
1/14/2025,21.877077102661133
1/15/2025,22.110431671142578
1/16/2025,22.163908004760742
1/17/2025,22.159048080444336
1/21/2025,22.33794593811035
1/22/2025,22.367273330688477
1/23/2025,22.386825561523438
1/24/2025,22.386825561523438
1/27/2025,22.445478439331055
1/28/2025,22.45525550842285
1/29/2025,22.465030670166016
1/30/2025,22.513912200927734
1/31/2025,22.465030670166016
2/3/2025,22.416152954101562
2/4/2025,22.49435806274414
2/5/2025,22.474807739257812
2/6/2025,22.55301284790039
2/7/2025,22.504135131835938
2/10/2025,22.543237686157227
2/11/2025,22.582345962524414
2/12/2025,22.572568893432617
2/13/2025,22.611671447753906
2/14/2025,22.62144660949707
2/18/2025,22.64099884033203
2/19/2025,22.67032814025879
2/20/2025,22.64099884033203
2/21/2025,22.29884147644043
2/24/2025,22.410844802856445
2/25/2025,22.518922805786133
2/26/2025,22.410844802856445
2/27/2025,22.332244873046875
2/28/2025,22.548397064208984
3/3/2025,22.332244873046875
3/4/2025,22.008020401000977
3/5/2025,22.20452117919922
3/6/2025,22.096446990966797
3/7/2025,22.23399543762207
3/10/2025,21.811521530151367
3/11/2025,21.595369338989258
3/12/2025,21.46764565
3/13/2025,21.222021102905273
3/14/2025,21.64449691772461
3/17/2025,21.782045364379883
3/18/2025,21.58554458618164
3/19/2025,21.811521530151367
3/20/2025,21.870471954345703
3/21/2025,21.939245223999023
3/24/2025,21.998647689819336
3/25/2025,21.998647689819336
3/26/2025,21.919445037841797
3/27/2025,21.909543991088867
3/28/2025,21.751136779785156
3/31/2025,21.850141525268555
4/1/2025,21.87984275817871
4/2/2025,21.949146270751953
4/3/2025,21.394725799560547
4/4/2025,20.176977157592773
4/7/2025,19.949268341064453
4/8/2025,19.929468154907227
4/9/2025,21.404624938964844
4/10/2025,20.929405212402344
4/11/2025,21.246217727661133
4/14/2025,21.43432617
4/15/2025,21.42442512512207
4/16/2025,21.008609771728516
4/17/2025,20.770999908447266
4/21/2025,20.420000076293945
4/22/2025,20.760000228881836
4/23/2025,20.87000084
4/24/2025,21.18000030517578
4/25/2025,21.09000015258789
4/28/2025,21.12000084
4/29/2025,21.190000534057617
